|||Sütunlar|
Satırlar|||Tüketici Madde Fiyatları (2003=100)|
|||İstanbul-TR10|
||||
||0452101. (Doğal Gaz)|1.106|
||0830009. (İnternet Ücreti)|54.1051|
|03-Mart|0441001. (Su Faturası)|5.6053|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1131|
||0830009. (İnternet Ücreti)|54.1051|
|04-Nisan|0441001. (Su Faturası)|5.6548|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1154|
||0830009. (İnternet Ücreti)|54.1051|
|05-Mayıs|0441001. (Su Faturası)|5.7261|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1173|
||0830009. (İnternet Ücreti)|54.1051|
|06-Haziran|0441001. (Su Faturası)|5.7427|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1188|
||0830009. (İnternet Ücreti)|54.1051|
|07-Temmuz|0441001. (Su Faturası)|5.7318|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1198|
||0830009. (İnternet Ücreti)|54.1051|
|08-Ağustos|0441001. (Su Faturası)|5.7399|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1199|
||0830009. (İnternet Ücreti)|54.1051|
|09-Eylül|0441001. (Su Faturası)|5.7675|
||0451001. (Elektrik Ücreti)|0.4118|
||0452101. (Doğal Gaz)|1.1213|
||0830009. (İnternet Ücreti)|54.1051|
|10-Ekim|0441001. (Su Faturası)|5.8032|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1229|
||0830009. (İnternet Ücreti)|54.1051|
|11-Kasım|0441001. (Su Faturası)|5.9102|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1234|
||0830009. (İnternet Ücreti)|54.1051|
|12-Aralık|0441001. (Su Faturası)|5.9872|
||0451001. (Elektrik Ücreti)|0.412|
||0452101. (Doğal Gaz)|1.1267|
||0830009. (İnternet Ücreti)|54.1051|
2018|01-Ocak|0441001. (Su Faturası)|5.6844|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1307|
||0830009. (İnternet Ücreti)|47.8751|
|02-Şubat|0441001. (Su Faturası)|5.7367|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1335|
||0830009. (İnternet Ücreti)|47.8751|
|03-Mart|0441001. (Su Faturası)|5.7805|
||0451001. (Elektrik Ücreti)|0.4482|
||0452101. (Doğal Gaz)|1.1356|
||0830009. (İnternet Ücreti)|47.8751|
|04-Nisan|0441001. (Su Faturası)|5.8328|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1411|
||0830009. (İnternet Ücreti)|47.8751|
|05-Mayıs|0441001. (Su Faturası)|5.9317|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1444|
||0830009. (İnternet Ücreti)|47.8751|
|06-Haziran|0441001. (Su Faturası)|6.0168|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.15|
||0830009. (İnternet Ücreti)|63.3241|
|07-Temmuz|0441001. (Su Faturası)|6.1624|
||0451001. (Elektrik Ücreti)|0.4612|
||0452101. (Doğal Gaz)|1.1584|
||0830009. (İnternet Ücreti)|65.2728|
|08-Ağustos|0441001. (Su Faturası)|6.1871|
||0451001. (Elektrik Ücreti)|0.5027|
||0452101. (Doğal Gaz)|1.2465|
||0830009. (İnternet Ücreti)|65.2728|
|09-Eylül|0441001. (Su Faturası)|6.3108|
||0451001. (Elektrik Ücreti)|0.5479|
||0452101. (Doğal Gaz)|1.3391|
||0830009. (İnternet Ücreti)|65.2728|
|10-Ekim|0441001. (Su Faturası)|6.6514|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.4514|
||0830009. (İnternet Ücreti)|65.2728|
|11-Kasım|0441001. (Su Faturası)|6.7888|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.4794|
||0830009. (İnternet Ücreti)|55.3841|
|12-Aralık|0441001. (Su Faturası)|6.7146|
||0451001. (Elektrik Ücreti)|0.5972|
||0452101. (Doğal Gaz)|1.482|
||0830009. (İnternet Ücreti)|55.3841|
2019|01-Ocak|0441001. (Su Faturası)|5.9504|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.358|
||0830009. (İnternet Ücreti)|55.0434|
|02-Şubat|0441001. (Su Faturası)|6.0108|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3518|
||0830009. (İnternet Ücreti)|55.6648|
|03-Mart|0441001. (Su Faturası)|6.0217|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.353|
||0830009. (İnternet Ücreti)|55.9174|
|04-Nisan|0441001. (Su Faturası)|6.074|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3532|
||0830009. (İnternet Ücreti)|55.7981|
|05-Mayıs|0441001. (Su Faturası)|5.7409|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3576|
||0830009. (İnternet Ücreti)|56.3973|
|06-Haziran|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.5375|
||0452101. (Doğal Gaz)|1.3659|
||0830009. (İnternet Ücreti)|57.281|
|07-Temmuz|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.3737|
||0830009. (İnternet Ücreti)|56.9151|
|08-Ağustos|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.5749|
||0830009. (İnternet Ücreti)|57.3943|
|09-Eylül|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.6181|
||0452101. (Doğal Gaz)|1.7977|
||0830009. (İnternet Ücreti)|57.8226|
|10-Ekim|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.796|
||0830009. (İnternet Ücreti)|58.4221|
|11-Kasım|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7964|
||0830009. (İnternet Ücreti)|58.844|
|12-Aralık|0441001. (Su Faturası)|5.3415|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7969|
||0830009. (İnternet Ücreti)|59.2039|
2020|01-Ocak|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7966|
||0830009. (İnternet Ücreti)|58.8981|
|02-Şubat|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.7986|
||0830009. (İnternet Ücreti)|59.4834|
|03-Mart|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8041|
||0830009. (İnternet Ücreti)|59.7204|
|04-Nisan|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8055|
||0830009. (İnternet Ücreti)|60.3592|
|05-Mayıs|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8081|
||0830009. (İnternet Ücreti)|61.0592|
|06-Haziran|0441001. (Su Faturası)|5.4227|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.812|
||0830009. (İnternet Ücreti)|61.4687|
|07-Temmuz|0441001. (Su Faturası)|5.7247|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8168|
||0830009. (İnternet Ücreti)|61.8042|
|08-Ağustos|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8189|
||0830009. (İnternet Ücreti)|62.3433|
|09-Eylül|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7102|
||0452101. (Doğal Gaz)|1.8221|
||0830009. (İnternet Ücreti)|63.305|
|10-Ekim|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8296|
||0830009. (İnternet Ücreti)|64.5152|
|11-Kasım|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8382|
||0830009. (İnternet Ücreti)|65.0576|
|12-Aralık|0441001. (Su Faturası)|6.0435|
||0451001. (Elektrik Ücreti)|0.7511|
||0452101. (Doğal Gaz)|1.8501|
||0830009. (İnternet Ücreti)|66.0217|
2021|01-Ocak|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.879|
||0830009. (İnternet Ücreti)|66.2986|
|02-Şubat|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9024|
||0830009. (İnternet Ücreti)|67.2231|
|03-Mart|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9273|
||0830009. (İnternet Ücreti)|67.8572|
|04-Nisan|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9471|
||0830009. (İnternet Ücreti)|68.5443|
|05-Mayıs|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|1.9783|
||0830009. (İnternet Ücreti)|69.1365|
|06-Haziran|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.7975|
||0452101. (Doğal Gaz)|2.0111|
||0830009. (İnternet Ücreti)|70.2197|
|07-Temmuz|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2156|
||0830009. (İnternet Ücreti)|71.385|
|08-Ağustos|0441001. (Su Faturası)|6.4561|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2329|
||0830009. (İnternet Ücreti)|71.7263|
|09-Eylül|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.244|
||0830009. (İnternet Ücreti)|73.1729|
|10-Ekim|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2567|
||0830009. (İnternet Ücreti)|73.7116|
|11-Kasım|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2641|
||0830009. (İnternet Ücreti)|74.596|
|12-Aralık|0441001. (Su Faturası)|7.3848|
||0451001. (Elektrik Ücreti)|0.9172|
||0452101. (Doğal Gaz)|2.2893|
||0830009. (İnternet Ücreti)|75.3537|
2022|01-Ocak|0441001. (Su Faturası)|7.5675|
||0451001. (Elektrik Ücreti)|1.5562|
||0452101. (Doğal Gaz)|2.7788|
||0830009. (İnternet Ücreti)|76.27|
|02-Şubat|0441001. (Su Faturası)|7.3412|
||0451001. (Elektrik Ücreti)|1.4809|
||0452101. (Doğal Gaz)|2.8851|
||0830009. (İnternet Ücreti)|77.5432|
|03-Mart|0441001. (Su Faturası)|7.1217|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|2.9544|
||0830009. (İnternet Ücreti)|79.0905|
|04-Nisan|0441001. (Su Faturası)|9.4715|
||0451001. (Elektrik Ücreti)|1.3372|
||0452101. (Doğal Gaz)|3.7755|
||0830009. (İnternet Ücreti)|81.5053|
||||
